-1.182619557,10.2217134,19.73204628,208.8977339,189.0360994
-2.421343216,19.67689919,19.18631943,224.9706537,216.7852849
1.673945914,0.115991992,18.17788652,256.238605,240.0961609
-0.346860889,5.576128603,17.29614368,285.2449925,270.3530635
8.396393218,40.72828171,18.60494059,242.748883,263.1404631
-8.966333609,120.5791874,16.5333614,311.5923905,275.0249166
1.247154521,0.588852672,15.36695431,354.1316847,332.1817849
2.352928879,0.114519294,14.92418844,370.9920053,362.4638242
-4.29234964,39.77662843,13.79673032,415.6954531,392.7081483
11.78719062,95.50505427,15.1979452,360.5212064,387.1266282
11.67673185,93.35830139,15.99462743,330.9020671,345.3942854
4.643360789,6.910793985,16.20912476,323.1443572,327.0002076
1.242151683,0.596555729,16.05944061,328.5482718,325.8351119
9.109228655,50.33486416,16.28289543,320.4975644,324.4979521
6.060070199,16.36646116,15.73474625,340.4244536,330.3107752
1.893623091,0.014616518,15.82355626,337.1551459,338.7858561
-0.347664095,5.579922601,15.1973089,360.5453704,348.6541653
12.04433039,100.5970586,17.06594859,293.073603,325.0635796
0.325439396,2.852999656,18.41269869,248.7762515,270.0180594
4.301371509,5.229681202,18.59731679,242.9865049,245.8643363
1.289992079,0.524943439,18.55638591,244.2642432,243.6245364
-2.166547102,17.48133787,18.02265247,261.2325067,252.6059393
8.593866241,43.28777216,19.44458728,217.289826,238.250217
-1.149696518,10.0122781,18.85895665,234.8980632,225.922463
-4.388321802,40.99640728,17.94370623,263.7907062,248.9255431
-2.294883658,18.57097613,17.3564406,283.2118951,273.3288602
7.997000068,35.79004521,18.09524828,258.89109,270.7785742
11.08860406,82.33896739,19.75557789,208.218069,232.1762323
8.477135627,41.76537638,20.98864311,174.1528402,190.4252297
9.636307785,58.09162031,22.41888536,138.4494828,155.278365
14.12946044,146.7717361,24.40681761,95.6195234,115.0585658
3.741985094,2.98412914,24.64840424,90.95316639,93.25716285
11.29453999,86.11873605,26.70496965,55.95595843,71.33983178
1.721694701,0.08574776,26.28168509,62.4677798,59.1222842
6.235564324,17.81719927,26.15546389,64.47892941,63.46538871
7.881071725,34.41640703,27.24167369,48.2145184,55.75679805
-2.146813558,17.31671267,25.8290624,69.82739526,58.0232215
-3.702571293,32.68515441,24.31967261,97.33141658,82.44027715
3.631168217,2.613545365,25.43858958,76.50566379,86.29255259
-3.373576582,29.03160509,23.98117131,104.1250831,89.25333941
6.342912516,18.73496546,25.34596414,78.13458672,90.19850515
-10.17541357,148.5945264,22.38928552,139.1469293,104.2697838
-5.85572299,61.94075439,21.08604465,171.5915699,154.5200312
5.49802286,12.13477904,22.32883525,140.5767331,155.3118873
