1,856.7306685,840.1116893,263.902932
2,894.5640284,854.582246,263.820498
3,892.9938843,886.4571001,265.329764
4,921.3597843,902.6204064,266.7684801
5,962.695665,942.6800794,266.804894
6,974.119576,974.259852,267.5688224
7,1016.52505,1018.307866,265.9351223
8,989.6543283,1067.782744,260.4918647
9,839.9857516,1048.989648,263.8395576
10,961.010289,897.821112,266.8510707
11,1033.459705,953.0276516,266.8540175
12,1036.913898,1034.287219,267.2035469
13,1054.92169,1053.04807,268.3706642
14,1103.694974,1082.856765,264.1020198
15,975.7217225,1125.178713,266.2224524
16,1052.358603,1007.726259,268.1389113
17,1118.836199,1076.519567,266.4380168
18,1063.221904,1097.750829,266.8056397
19,1066.779779,1030.652716,268.9748857
20,1119.30291,1030.630375,270.6054459
21,1145.234414,1089.750147,269.4401665
22,1116.980377,1140.16136,265.7510316
23,1030.489657,1112.799126,267.6791124
24,1075.604388,1026.393282,268.5541975
25,1086.563272,1033.136083,268.3677763
26,1070.857335,1042.169741,267.368619
27,1051.864041,1072.273137,263.9477267
28,991.8571849,1061.783891,267.2141444
29,1061.669685,1028.584493,266.072003
30,1049.939718,1061.041678,263.1747885
31,1020.422971,1050.497218,258.2364665
32,1002.45207,1039.115126,258.9734288
33,1016.096447,1009.175739,257.4352025
34,1019.39764,1032.677727,258.5376641
35,1033.86885,1037.552283,259.4979295
36,1044.457431,1055.202748,255.2593649
37,1035.454547,1040.060363,256.0753348
38,1050.015435,1057.7662,254.6911969
39,1044.408767,1033.392842,254.3052956
40,1012.971421,973.450203,256.6439707
41,1001.426801,919.6829053,255.1360762
42,962.8281922,911.0531018,255.2910089
43,939.5814326,880.2708908,259.1947616
44,988.3451849,886.7381151,257.7844799
45,942.4667641,924.2864119,258.4615576
46,926.4131653,873.4759509,257.1845165
47,903.9091546,860.7195693,255.4574689
48,885.232122,840.8410726,255.7331953
49,863.3101006,830.6411174,258.3255614
50,882.9932499,820.0733486,258.3362375
51,867.681362,847.3810337,259.804657
52,867.2079792,844.4192375,262.3378851
53,838.2033975,824.9402694,266.2439601
54,777.439896,795.8040052,266.5362428
55,747.3739214,742.2162448,265.5259909
56,744.9645714,719.4409845,266.3920519
57,724.1388681,718.6495114,263.7313285
58,757.222906,713.6871588,262.9488089
59,769.6399185,760.6405648,262.4505081
60,785.2501855,797.2111035,267.0182865
61,719.6146577,807.7051203,267.4054343
62,742.0015863,768.6025697,267.0327447
63,756.9908418,767.4725396,265.7152963
64,776.3542802,787.1608055,265.7865963
65,783.3505045,804.3980098,266.0206978
66,786.8266698,801.4207095,267.5453926
67,785.5427304,812.8622404,267.4624506
68,795.9385186,807.3589251,269.5252888
69,809.831426,826.2629703,266.8449344
70,817.8218916,872.9353464,267.2094576
71,836.6784414,873.0375677,266.7502606
72,839.692371,865.9776448,264.978809
73,829.7831649,861.8004899,264.9372925
74,843.1861147,851.1131619,267.620571
75,855.0423224,839.2590725,266.7773726
76,849.0055243,846.5822504,270.4238004
77,858.5172791,837.1004537,270.3925454
78,864.9068039,864.7249713,269.3157688
79,866.6754834,881.4406539,268.5998989
80,865.1725183,878.8643181,271.9235701
81,892.0588657,863.0104105,270.2644115
82,874.2043033,878.7173076,268.3220116
