1,24.77271171,16.41044056
2,24.62700298,19.8571951
3,24.65831087,21.16552249
4,24.77425858,18.85112488
5,24.63244049,24.0767798
6,24.72054376,22.43365498
7,24.63170474,27.12279129
8,24.61340789,31.41028667
9,24.62960573,33.07268573
10,24.75542061,30.51163974
11,24.77692719,30.3636799
12,24.76041487,31.09688334
13,24.82414514,27.18235994
14,24.90588001,23.13020307
15,24.8704083,22.3826123
16,24.69226284,26.61191487
17,24.52899244,33.70287923
18,24.57505074,35.51017543
19,24.46198631,48.67301718
20,24.63809068,45.53564269
21,24.83048781,37.42810526
22,25.04655648,27.98254994
23,24.91798446,28.80036688
24,24.91848301,24.70945579
25,24.9193616,21.56108818
26,24.85470692,21.58437381
27,24.83826523,20.58999924
28,24.67260492,24.14229188
29,24.31059342,38.48346071
30,24.69204284,29.12763125
31,24.99083888,23.47244992
32,24.96941029,24.00174318
33,24.84451378,23.68510061
34,24.84729272,22.4104058
35,24.515104,30.09394841
36,24.72657411,26.49399473
37,24.88273811,23.39966297
38,24.76977085,27.24030581
39,24.7411335,26.55343871
40,24.87815038,23.42443966
41,24.9714207,22.09636281
42,24.79450494,24.00151766
43,24.47901848,27.65728038
44,24.68638157,26.62378025
45,24.81450196,26.44093018
46,24.82212107,27.4332992
47,24.6923893,28.3433862
48,24.46160605,32.48634238
49,24.79542908,28.8816657
50,24.74268891,30.9374541
51,24.57005962,35.77003353
52,24.23956874,46.14968917
53,24.50017261,44.29003594
54,24.55732963,48.60955907
55,24.77318601,47.4137141
56,24.83487693,45.60739944
57,24.51725785,56.24495167
58,24.62812295,52.89291496
59,24.58687731,56.49791456
60,24.67456102,57.73241919
61,24.86773049,52.32327487
62,24.74436918,56.23156865
63,24.74485516,55.84911064
64,25.00354291,45.12905604
65,24.83989328,46.91744582
66,24.82478371,45.95414146
67,24.65683026,47.98530407
68,24.58021559,51.69189553
69,24.65590234,50.0986883
70,24.90913811,43.98093625
71,24.88225542,41.36119192
72,24.91830046,36.06775654
73,25.00129197,27.52668859
74,25.18159876,18.00951113
75,25.01328952,16.70241634
76,24.78406623,17.815677
77,24.77022315,15.43626571
78,24.58082766,20.50327221
79,24.59094732,21.71244014
80,24.61586129,22.40017168
81,25.02943435,13.94207971
82,24.97882859,12.56079965
83,24.84826435,12.88780119
84,24.65002849,15.1810258
85,24.68513356,14.58174669
86,24.73901376,14.3531403
87,24.8688293,12.00148234
88,24.82040391,12.44197814
89,24.92448567,9.910900126
90,24.65763425,13.71175319
91,24.69906227,13.29286437
92,24.6730235,14.16679163
93,24.61372599,18.10987917
94,24.65399765,19.16811732
95,24.89407292,13.46250777
96,24.81500645,15.40858164
97,25.02615573,10.11803149
98,24.89630417,10.75936358
99,24.75812631,12.25137018
100,24.65059872,13.08388661
101,24.92097887,9.837825058
102,24.77186033,11.95000616
103,24.61647266,14.14809386
104,24.60744054,15.09856643
105,24.610297,17.17606955
106,24.52249256,22.36263802
107,24.60000374,22.61894593
108,24.59112128,26.8249005
109,24.75804591,23.72896597
110,24.76171785,24.43109847
111,24.85184024,21.3035286
112,24.72626331,23.66720455
113,24.54971098,30.99241648
114,24.59949029,31.88935967
115,24.67589302,32.28011051
116,24.68275754,34.8131739
117,24.45622931,49.69422728
118,24.59304651,47.19080826
119,24.64484669,50.88388343
120,24.71508979,52.95883265
121,24.82404976,46.61211731
122,24.68227737,54.81592986
123,24.6607611,58.6739381
124,25.0613639,36.17840853
125,24.94581361,40.52716615
126,24.73707644,47.23344248
127,24.5738324,53.03619306
128,24.57625834,58.14227414
129,24.92698233,41.81555156
130,24.80742323,47.38337996
131,24.59130028,60.4880775
132,24.48441076,70.28449665
133,24.80972309,54.44498623
134,24.89503524,50.62438692
135,25.14348239,35.03175984
136,24.87678431,39.17841165
137,24.77409122,39.72768586
138,24.74077231,38.8197925
139,24.84922555,35.10103548
140,24.83192882,35.31340407
141,24.67780726,39.66891353
142,24.72108712,39.37461529
143,24.86450853,34.55674599
144,24.87465049,34.86502429
145,24.81343253,35.09287917
146,24.64802503,38.64608211
147,24.9185929,32.0540322
148,24.76111126,34.98825989
149,24.50529866,40.44735122
150,24.44552384,41.68618698
151,24.65548372,39.92543759
152,25.03135472,35.03868629
153,25.24115324,30.07319315
154,24.98957305,29.75667723
155,24.83629478,28.87705996
156,24.7195312,28.02020733
157,24.90938364,25.01761221
158,24.94523467,23.04844199
159,24.93168805,21.93634248
160,24.85336123,21.37863295
161,24.836751,20.35357132
162,24.81419255,20.05640542
163,24.80981445,20.141635
164,24.64674776,21.89295067
165,24.43606247,26.22150799
166,24.40191405,29.54991701
167,24.76393254,25.97387663
168,24.89910793,24.77601626
169,24.80821699,26.24876245
170,24.74753214,26.68579164
171,24.78108839,26.29977454
172,24.85952981,24.92458011
173,24.88038965,24.01452284
174,24.81180414,24.74350811
175,24.81329213,25.04456922
176,24.65442353,26.08899067
177,24.67337992,26.26783995
178,24.40442549,29.33791366
179,24.54206664,30.26068143
180,24.47794754,33.3435152
181,24.84626939,30.85243063
182,25.14099529,26.86944929
183,25.06102447,26.86176003
184,25.08021221,25.69359381
185,24.72865442,27.50905559
186,24.77245371,27.88420818
187,24.67179653,27.99493754
188,24.84394939,26.94388254
189,24.9381443,26.01508477
190,24.96685552,24.93347428
191,25.13817714,22.67367998
192,24.92311909,22.60373116
193,24.93673877,21.82433403
194,24.73421025,22.58871791
195,24.73718015,22.73033987
196,24.6858475,23.42905599
197,24.88442135,22.65683349
198,24.68779433,23.80224511
199,24.91615472,22.40259719
200,24.90574949,22.59207635
201,24.88154634,22.7856822
202,24.52742959,23.23860194
203,24.61220583,22.89237779
204,24.88639711,22.39133349
205,24.60365573,23.0742683
206,24.95442056,21.98992313
207,24.75237199,22.54317755
208,24.54756505,23.3220643
209,24.57848095,23.12804497
210,24.36029186,24.24786334
211,24.5369984,25.54730139
212,24.57395515,26.75378295
213,24.90402287,26.10972809
214,24.73184389,26.94352916
215,24.69173796,27.84071938
216,24.3686571,32.32770282
217,24.47932413,36.34739142
218,24.62453134,38.33438208
219,24.61371585,42.55742087
220,24.62270258,45.37090094
221,24.81224779,42.64485477
222,24.77806398,44.97647716
223,24.6448461,50.75447199
224,24.50084567,59.39155376
225,24.38758563,77.37768415
226,24.68088679,70.11499688
227,24.75595787,73.16475018
228,24.65934076,86.64641772
229,24.42998182,117.903278
